77.7778,32.0,3.0517578125e-05
75.817,2.0,0.00048828125
75.1634,8.0,0.00048828125
87.5817,8.0,0.0001220703125
79.7386,32.0,0.0001220703125
71.2418,2.0,0.0001220703125
79.7386,8.0,0.0001220703125
77.1242,32.0,3.0517578125e-05
74.5098,2.0,3.0517578125e-05
80.3922,8.0,0.0001220703125
71.8954,32.0,3.0517578125e-05
69.9346,32.0,3.0517578125e-05
75.817,2.0,0.0001220703125
71.8954,8.0,3.0517578125e-05
77.7778,8.0,0.00048828125
70.5882,2.0,0.00048828125
79.7386,8.0,0.0001220703125
71.8954,8.0,3.0517578125e-05
81.0458,8.0,3.0517578125e-05
75.817,2.0,0.00048828125
73.8562,512.0,3.0517578125e-05
79.085,8.0,0.0001220703125
77.7778,32.0,3.0517578125e-05
75.817,2.0,0.00048828125
74.5098,2.0,0.0001220703125
